0	0	2.1953	0
0.1	0	2.1953	0
0.2	0	2.1953	0
0.3	0	2.1953	0
0.4	0	2.1953	0
0.5	0	2.1953	0
0.6	0	2.1953	0
0.7	0	2.1953	0
0.8	0	2.1953	0
0.9	0	2.1953	0
1	0	2.1953	11.119
1.1	0	3.3072	0
1.2	0	3.3072	0
1.3	0	3.3072	0
1.4	0	3.3072	0
1.5	0	3.3072	-17.768
1.6	0	1.5304	0
1.7	0	1.5304	0
1.8	0	1.5304	0
1.9	0	1.5304	0
2	0	1.5304	11.736
2.1	0	2.704	0
2.2	0	2.704	0
2.3	0	2.704	0
2.4	0	2.704	0
2.5	0	2.704	-5.965
2.6	0	2.1075	0
2.7	0	2.1075	0
2.8	0	2.1075	0
2.9	0	2.1075	-3.2
3	0	1.7875	0
3.1	0	1.7875	0
3.2	0	1.7875	0
3.3	0	1.7875	-2.913
3.4	0	1.4962	0
3.5	0	1.4962	0
3.6	0	1.4962	0
3.7	0	1.4962	5.793
3.8	0	2.0755	0
3.9	0	2.0755	0
4	0	2.0755	0
4.1	0	2.0755	2.406
4.2	0	2.3161	0
4.3	0	2.3161	0
4.4	0	2.3161	0
4.5	0	2.3161	-1.78
4.6	0	2.1381	0
4.7	0	2.1381	0
4.8	0	2.1381	0
4.9	0	2.1381	1.419
5	0	2.28	0
5.1	0	2.28	0
5.2	0	2.28	0
5.3	0	2.28	-0.08
5.4	0	2.272	0
5.5	0	2.272	0
5.6	0	2.272	-3.479
5.7	0	1.9241	0
5.8	0	1.9241	0
5.9	0	1.9241	0
6	0	1.9241	7.624
6.1	0	2.6865	0
6.2	0	2.6865	0
6.3	0	2.6865	0
6.4	0	2.6865	0
6.5	0	2.6865	-9.697
6.6	0	1.7168	0
6.7	0	1.7168	0
6.8	0	1.7168	0
6.9	0	1.7168	0
7	0	1.7168	-8.7947
7.1	0	0.83733	0
7.2	0	0.83733	0
7.3	0	0.83733	0
7.4	0	0.83733	0
7.5	0	0.83733	3.1557
7.6	0	1.1529	0
7.7	0	1.1529	0
7.8	0	1.1529	0
7.9	0	1.1529	18.397
8	0	2.9926	0
8.1	0	2.9926	0
8.2	0	2.9926	0
8.3	0	2.9926	0
8.4	0	2.9926	-12.28
8.5	0	1.7646	0
8.6	0	1.7646	0
8.7	0	1.7646	0
8.8	0	1.7646	0
8.9	0	1.7646	-2.904
9	0	1.4742	0
9.1	0	1.4742	0
9.2	0	1.4742	0
9.3	0	1.4742	0.665
9.4	0	1.5407	0
9.5	0	1.5407	0
9.6	0	1.5407	0.505
9.7	0	1.5912	0
9.8	0	1.5912	0
9.9	0	1.5912	1.443
10	0	1.7355	0
10.1	0	1.7355	0
10.2	0	1.7355	0
10.3	0	1.7355	-0.047
10.4	0	1.7308	0
10.5	0	1.7308	1.521
10.6	0	1.8829	0
10.7	0	1.8829	0
10.8	0	1.8829	0
10.9	0	1.8829	9.337
11	0	2.8166	0
11.1	0	2.8166	0
11.2	0	2.8166	0
11.3	0	2.8166	0
11.4	0	2.8166	-7.763
11.5	0	2.0403	0
11.6	0	2.0403	0
11.7	0	2.0403	0
11.8	0	2.0403	0
11.9	0	2.0403	6.603
12	0	2.7006	0
12.1	0	2.7006	0
12.2	0	2.7006	0
12.3	0	2.7006	-2.789
12.4	0	2.4217	0
12.5	0	2.4217	0
12.6	0	2.4217	0
12.7	0	2.4217	-2.378
12.8	0	2.1839	0
12.9	0	2.1839	0
13	0	2.1839	0
13.1	0	2.1839	-5.05
13.2	0	1.6789	0
13.3	0	1.6789	0
13.4	0	1.6789	0
13.5	0	1.6789	0.693
13.6	0	1.7482	0
13.7	0	1.7482	0
13.8	0	1.7482	1.231
13.9	0	1.8713	0
14	0	1.8713	0
14.1	0	1.8713	0
14.2	0	1.8713	-5.613
14.3	0	1.31	0
14.4	0	1.31	0
14.5	0	1.31	0
14.6	0	1.31	18.655
14.7	0	3.1755	0
14.8	0	3.1755	0
14.9	0	3.1755	0
15	0	3.1755	0
15.1	0	3.1755	-6.342
15.2	0	2.5413	0
15.3	0	2.5413	0
15.4	0	2.5413	0
15.5	0	2.5413	-9.125
